Creador;El;ULib;FULib;Fe.entrega;Solped;CM;EntrgFinal;C.Rec.;V.Rec.;C.Fac.;V.Fac.;Antic.;Tp.cambio;TipoCambio;Cond.pago;Centro;Almacén;Doc.compr.;Posición;Contrato;IndBorrado;EstadLiber;Proveedor;Nombre;Material;Txt.brv.;Tp.imput.;Gpo.artíc.;Grp-Compr.;Tipo doc.;Cl.doc.;Liber.;GrupoLib.;EstrLiber;Gestión OC;Fecha doc.;Cantidad;UM pedido;CxCal;CxEnt;Valor neto;Valor efec;VxCal;VxEnt;Moneda;V.neto ML;ML;;PosSolPed;Fe.solic.;Respons.;Fe.Migo;Mot. Anul.;Negocia
Usuario 8;21.03.2022;Usuario 8;21.03.2022;24.03.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 2223;10;;;X;;prov 27;;;;grupo 69;57;F;;1;;;6;21.03.2022;17.003;KG;;;;;;;INR;1705.00;INR;;10;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;21.03.2022;24.03.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 2223;20;;;X;;prov 27;;;;grupo 69;57;F;;1;;;6;21.03.2022;9.001;KG;;;;;;;INR;37146.00;INR;;20;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;21.03.2022;24.03.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 2223;30;;;X;;prov 27;;;;grupo 70;57;F;;1;;;6;21.03.2022;9.004;KG;;;;;;;INR;31665.00;INR;;30;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;21.03.2022;24.03.2022;X;X;;;;;;;100.000;100.000;;B;;documento 2224;10;;L;;;prov 26;;;;grupo 87;57;F;;;;;6;21.03.2022;11.004;UN;;;;;;;INR;234716.00;INR;;10;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;21.03.2022;24.03.2022;X;X;;;;;;;100.000;100.000;;B;;documento 2224;20;;L;;;prov 26;;;;grupo 109;57;F;;;;;6;21.03.2022;61.003;KG;;;;;;;INR;62995.00;INR;;20;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;21.03.2022;24.03.2022;X;X;;;;;;;100.000;100.000;;B;;documento 2224;30;;L;;;prov 26;;;;grupo 59;57;F;;;;;6;21.03.2022;3.001;UN;;;;;;;INR;30261.00;INR;;30;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;21.03.2022;24.03.2022;X;X;;;;;;;100.000;100.000;;B;;documento 2224;40;;L;;;prov 26;;;;grupo 65;57;F;;;;;6;21.03.2022;13.001;KG;;;;;;;INR;7591.00;INR;;40;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;21.03.2022;24.03.2022;X;X;;;;;;;100.000;100.000;;B;;documento 2224;50;;L;;;prov 26;;;;grupo 75;57;F;;;;;6;21.03.2022;51.004;KG;;;;;;;INR;9664.00;INR;;50;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;21.03.2022;24.03.2022;X;X;;;;;;;100.000;100.000;;B;;documento 2224;60;;L;;;prov 26;;;;grupo 110;57;F;;;;;6;21.03.2022;7.003;UN;;;;;;;INR;37934.00;INR;;60;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;21.03.2022;24.03.2022;X;X;;;;;;;100.000;100.000;;B;;documento 2224;70;;L;;;prov 26;;;;grupo 20;57;F;;;;;6;21.03.2022;2.641.000;UN;;;;;;;INR;66883.00;INR;;70;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;21.03.2022;24.03.2022;X;X;;;;;;;100.000;100.000;;B;;documento 2224;80;;L;;;prov 26;;;;grupo 20;57;F;;;;;6;21.03.2022;2.641.004;UN;;;;;;;INR;52521.00;INR;;80;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;21.03.2022;24.03.2022;X;X;;;;;;;100.000;100.000;;B;;documento 2224;90;;L;;;prov 26;;;;grupo 163;57;F;;;;;6;21.03.2022;4.008;UN;;;;;;;INR;29494.00;INR;;90;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;21.03.2022;24.03.2022;X;X;;;;;;;100.000;100.000;;B;;documento 2224;100;;L;;;prov 26;;;;grupo 26;57;F;;;;;6;21.03.2022;21.001;UN;;;;;;;INR;21886.00;INR;;100;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;21.03.2022;24.03.2022;X;X;;;;;;;100.000;100.000;;B;;documento 2224;110;;L;;;prov 26;;;;grupo 20;57;F;;;;;6;21.03.2022;3.009;KG;;;;;;;INR;20314.00;INR;;110;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;21.03.2022;24.03.2022;X;X;;;;;;;100.000;100.000;;B;;documento 2224;120;;L;;;prov 26;;;;grupo 33;57;F;;;;;6;21.03.2022;36.003;BOL;;;;;;;INR;14744.00;INR;;120;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;21.03.2022;24.03.2022;X;X;;;;;;;100.000;100.000;;B;;documento 2224;130;;L;;;prov 26;;;;grupo 33;57;F;;;;;6;21.03.2022;9.008;BOL;;;;;;;INR;21484.00;INR;;130;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;30.03.2022;24.03.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 2225;10;;;X;;prov 24;;;;grupo 99;57;F;;1;;;6;21.03.2022;225.004;UN;;;;;;;INR;166101.00;INR;;10;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;21.03.2022;23.03.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 2226;10;;;X;;prov 23;;;;grupo 94;57;F;;1;;;6;21.03.2022;321.007;UN;;;;;;;INR;50945.00;INR;;10;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;21.03.2022;28.03.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 2227;10;;;X;;prov 22;;;;grupo 62;57;F;;1;;;6;21.03.2022;161.001;L;;;;;;;INR;213421.00;INR;;10;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;21.03.2022;28.03.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 2227;20;;;X;;prov 22;;;;grupo 18;57;F;;1;;;6;21.03.2022;601.005;UN;;;;;;;INR;172611.00;INR;;20;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;06.05.2022;23.03.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 2228;10;;;X;;prov 21;;;;grupo 26;57;F;;1;;;6;21.03.2022;6.001;BOL;;;;;;;INR;21660.00;INR;;10;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;06.05.2022;23.03.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 2228;20;;;X;;prov 21;;;;grupo 27;57;F;;1;;;6;21.03.2022;5.009;BOL;;;;;;;INR;44314.00;INR;;20;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;06.05.2022;23.03.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 2228;30;;;X;;prov 21;;;;grupo 27;57;F;;1;;;6;21.03.2022;5.000;KG;;;;;;;INR;725.00;INR;;30;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;06.05.2022;23.03.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 2228;40;;;X;;prov 21;;;;grupo 23;57;F;;1;;;6;21.03.2022;5.008;KG;;;;;;;INR;15304.00;INR;;40;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;06.05.2022;23.03.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 2228;50;;;X;;prov 21;;;;grupo 23;57;F;;1;;;6;21.03.2022;4.507;KG;;;;;;;INR;28078.00;INR;;50;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;06.05.2022;23.03.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 2228;60;;;X;;prov 21;;;;grupo 23;57;F;;1;;;6;21.03.2022;6.000;KG;;;;;;;INR;1330.00;INR;;60;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;06.05.2022;23.03.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 2228;70;;;X;;prov 21;;;;grupo 23;57;F;;1;;;6;21.03.2022;4.006;KG;;;;;;;INR;52173.00;INR;;70;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;06.05.2022;23.03.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 2228;80;;;X;;prov 21;;;;grupo 23;57;F;;1;;;6;21.03.2022;16.001;KG;;;;;;;INR;24430.00;INR;;80;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;06.05.2022;23.03.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 2228;90;;;X;;prov 21;;;;grupo 23;57;F;;1;;;6;21.03.2022;11.000;KG;;;;;;;INR;28903.00;INR;;90;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;06.05.2022;23.03.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 2228;100;;;X;;prov 21;;;;grupo 28;57;F;;1;;;6;21.03.2022;46.006;KG;;;;;;;INR;43510.00;INR;;100;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;06.05.2022;23.03.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 2228;110;;;X;;prov 21;;;;grupo 23;57;F;;1;;;6;21.03.2022;41.000;KG;;;;;;;INR;119722.00;INR;;110;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;06.05.2022;23.03.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 2228;120;;;X;;prov 21;;;;grupo 28;57;F;;1;;;6;21.03.2022;21.008;KG;;;;;;;INR;9951.00;INR;;120;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;06.05.2022;23.03.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 2228;130;;;X;;prov 21;;;;grupo 23;57;F;;1;;;6;21.03.2022;21.007;KG;;;;;;;INR;57571.00;INR;;130;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;06.05.2022;23.03.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 2228;140;;;X;;prov 21;;;;grupo 23;57;F;;1;;;6;21.03.2022;21.006;KG;;;;;;;INR;47815.00;INR;;140;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;06.05.2022;23.03.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 2228;150;;;X;;prov 21;;;;grupo 28;57;F;;1;;;6;21.03.2022;21.008;KG;;;;;;;INR;3044.00;INR;;150;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;06.05.2022;23.03.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 2228;160;;;X;;prov 21;;;;grupo 28;57;F;;1;;;6;21.03.2022;37.005;KG;;;;;;;INR;10684.00;INR;;160;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;06.05.2022;23.03.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 2228;170;;;X;;prov 21;;;;grupo 23;57;F;;1;;;6;21.03.2022;81.000;KG;;;;;;;INR;48242.00;INR;;170;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;06.05.2022;23.03.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 2228;180;;;X;;prov 21;;;;grupo 23;57;F;;1;;;6;21.03.2022;5.002;KG;;;;;;;INR;50424.00;INR;;180;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;06.05.2022;23.03.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 2228;190;;;X;;prov 21;;;;grupo 23;57;F;;1;;;6;21.03.2022;39.004;KG;;;;;;;INR;667.00;INR;;190;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;06.05.2022;23.03.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 2228;200;;;X;;prov 21;;;;grupo 23;57;F;;1;;;6;21.03.2022;47.002;KG;;;;;;;INR;14989.00;INR;;200;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;06.05.2022;23.03.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 2228;210;;;X;;prov 21;;;;grupo 28;57;F;;1;;;6;21.03.2022;31.003;KG;;;;;;;INR;23821.00;INR;;210;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;06.05.2022;23.03.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 2228;220;;;X;;prov 21;;;;grupo 23;57;F;;1;;;6;21.03.2022;7.007;KG;;;;;;;INR;4570.00;INR;;220;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;06.05.2022;23.03.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 2228;230;;;X;;prov 21;;;;grupo 23;57;F;;1;;;6;21.03.2022;41.003;KG;;;;;;;INR;32865.00;INR;;230;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;06.05.2022;23.03.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 2228;240;;;X;;prov 21;;;;grupo 23;57;F;;1;;;6;21.03.2022;9.008;KG;;;;;;;INR;24619.00;INR;;240;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;06.05.2022;23.03.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 2228;250;;;X;;prov 21;;;;grupo 23;57;F;;1;;;6;21.03.2022;51.008;KG;;;;;;;INR;59623.00;INR;;250;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;06.05.2022;23.03.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 2228;260;;;X;;prov 21;;;;grupo 28;57;F;;1;;;6;21.03.2022;36.000;KG;;;;;;;INR;3611.00;INR;;260;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;06.05.2022;23.03.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 2228;270;;;X;;prov 21;;;;grupo 23;57;F;;1;;;6;21.03.2022;11.005;KG;;;;;;;INR;25114.00;INR;;270;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;06.05.2022;23.03.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 2228;280;;;X;;prov 21;;;;grupo 23;57;F;;1;;;6;21.03.2022;4.000;KG;;;;;;;INR;34303.00;INR;;280;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;06.05.2022;23.03.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 2228;290;;;X;;prov 21;;;;grupo 23;57;F;;1;;;6;21.03.2022;16.000;KG;;;;;;;INR;4727.00;INR;;290;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;06.05.2022;23.03.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 2228;300;;;X;;prov 21;;;;grupo 23;57;F;;1;;;6;21.03.2022;7.003;KG;;;;;;;INR;31551.00;INR;;300;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;06.05.2022;23.03.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 2228;310;;;X;;prov 21;;;;grupo 23;57;F;;1;;;6;21.03.2022;3.002;KG;;;;;;;INR;40458.00;INR;;310;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;06.05.2022;23.03.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 2228;320;;;X;;prov 21;;;;grupo 23;57;F;;1;;;6;21.03.2022;16.003;KG;;;;;;;INR;39768.00;INR;;320;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;06.05.2022;23.03.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 2228;330;;;X;;prov 21;;;;grupo 23;57;F;;1;;;6;21.03.2022;6.002;KG;;;;;;;INR;3001.00;INR;;330;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;06.05.2022;23.03.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 2228;340;;;X;;prov 21;;;;grupo 23;57;F;;1;;;6;21.03.2022;13.002;KG;;;;;;;INR;256.00;INR;;340;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;06.05.2022;23.03.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 2228;350;;;X;;prov 21;;;;grupo 23;57;F;;1;;;6;21.03.2022;11.007;KG;;;;;;;INR;23894.00;INR;;350;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;21.03.2022;25.03.2022;X;X;;;;;;;100.000;100.000;;B;;documento 2229;10;;L;;;prov 20;;;;grupo 49;57;F;;;;;6;21.03.2022;1.001.008;UN;;;;;;;INR;81484.00;INR;;10;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;21.03.2022;23.03.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 2230;10;;;X;;prov 19;;;;grupo 23;57;F;;1;;;6;21.03.2022;7.606;KG;;;;;;;INR;16299.00;INR;;10;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;21.03.2022;23.03.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 2230;20;;;X;;prov 19;;;;grupo 23;57;F;;1;;;6;21.03.2022;7.000;KG;;;;;;;INR;2870.00;INR;;20;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;22.03.2022;23.03.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 2231;10;;;X;;prov 18;;;;grupo 63;57;F;;1;;;6;21.03.2022;9.002;BID;;;;;;;INR;132384.00;INR;;10;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;22.03.2022;23.03.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 2231;20;;;X;;prov 18;;;;grupo 63;57;F;;1;;;6;21.03.2022;21.007;UN;;;;;;;INR;79108.00;INR;;20;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;21.03.2022;23.03.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 2232;10;;;X;;prov 17;;;;grupo 18;57;F;;1;;;6;21.03.2022;26.003;UN;;;;;;;INR;7186.00;INR;;10;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;21.03.2022;23.03.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 2232;20;;;X;;prov 17;;;;grupo 18;57;F;;1;;;6;21.03.2022;601.004;BOT;;;;;;;INR;75099.00;INR;;20;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;21.03.2022;23.03.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 2233;10;;;X;;prov 43;;;;grupo 36;57;F;;1;;;6;21.03.2022;1.261.004;UN;;;;;;;INR;92630.00;INR;;10;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;24.03.2022;24.03.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 2234;10;;;X;;prov 16;;;;grupo 81;57;F;;1;;;6;21.03.2022;41.009;KG;;;;;;;INR;55261.00;INR;;10;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;24.03.2022;24.03.2022;X;X;;;;;;;100.000;100.000;;B;;documento 2234;20;;L;X;;prov 16;;;;grupo 81;57;F;;1;;;6;21.03.2022;21.000;KG;;;;;;;INR;92075.00;INR;;20;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;24.03.2022;24.03.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 2234;30;;;X;;prov 16;;;;grupo 81;57;F;;1;;;6;21.03.2022;9.004;KG;;;;;;;INR;25323.00;INR;;30;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;24.03.2022;24.03.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 2234;40;;;X;;prov 16;;;;grupo 81;57;F;;1;;;6;21.03.2022;13.808;KG;;;;;;;INR;26468.00;INR;;40;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;21.03.2022;23.03.2022;X;X;;;;;;;100.000;100.000;;B;;documento 2235;10;;L;;;prov 15;;;;grupo 34;57;F;;;;;6;21.03.2022;41.002;KG;;;;;;;INR;143276.00;INR;;10;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;21.03.2022;25.03.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 2236;10;;;X;;prov 14;;;;grupo 35;57;F;;1;;;6;21.03.2022;7.008;KG;;;;;;;INR;33478.00;INR;;10;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;21.03.2022;25.03.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 2236;20;;;X;;prov 14;;;;grupo 74;57;F;;1;;;6;21.03.2022;1.001.001;UN;;;;;;;INR;39612.00;INR;;20;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;21.03.2022;25.03.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 2236;30;;;X;;prov 14;;;;grupo 74;57;F;;1;;;6;21.03.2022;1.001.002;UN;;;;;;;INR;42238.00;INR;;30;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;21.03.2022;25.03.2022;X;X;;;;;;;100.000;100.000;;B;;documento 2237;10;;L;;;prov 135;;;;grupo 82;57;F;;;;;6;21.03.2022;13.005;L;;;;;;;INR;20228.00;INR;;10;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;21.03.2022;23.03.2022;X;X;;;;;;;100.000;100.000;;B;;documento 2238;10;;L;;;prov 115;;;;grupo 106;57;F;;;;;6;21.03.2022;11.000;UN;;;;;;;INR;203039.00;INR;;10;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;21.03.2022;23.03.2022;X;X;;;;;;;100.000;100.000;;B;;documento 2238;20;;L;;;prov 115;;;;grupo 127;57;F;;;;;6;21.03.2022;6.005;UN;;;;;;;INR;81016.00;INR;;20;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;21.03.2022;24.03.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 2239;10;;;X;;prov 12;;;;grupo 81;57;F;;1;;;6;21.03.2022;4.001;KG;;;;;;;INR;38560.00;INR;;10;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;21.03.2022;24.03.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 2239;20;;;X;;prov 12;;;;grupo 81;57;F;;1;;;6;21.03.2022;16.003;KG;;;;;;;INR;6935.00;INR;;20;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;21.03.2022;24.03.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 2239;30;;;X;;prov 12;;;;grupo 81;57;F;;1;;;6;21.03.2022;21.000;KG;;;;;;;INR;11351.00;INR;;30;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;21.03.2022;24.03.2022;X;X;;;;;;;100.000;100.000;;B;;documento 2239;40;;L;X;;prov 12;;;;grupo 30;57;F;;1;;;6;21.03.2022;101.001;KG;;;;;;;INR;199196.00;INR;;40;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;21.03.2022;23.03.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 2240;10;;;X;;prov 10;;;;grupo 23;57;F;;1;;;6;21.03.2022;3.000;KG;;;;;;;INR;16158.00;INR;;10;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;21.03.2022;23.03.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 2240;20;;;X;;prov 10;;;;grupo 28;57;F;;1;;;6;21.03.2022;21.002;KG;;;;;;;INR;35298.00;INR;;20;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;21.03.2022;25.03.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 2241;10;;;X;;prov 8;;;;grupo 20;57;F;;1;;;6;21.03.2022;3.201.005;UN;;;;;;;INR;44066.00;INR;;10;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;21.03.2022;25.03.2022;X;X;;;;;;;100.000;100.000;;B;;documento 2241;20;;S;X;;prov 8;;;;grupo 71;57;F;;1;;;6;21.03.2022;201.000;KG;;;;;;;INR;202446.00;INR;;20;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;21.03.2022;25.03.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 2241;30;;;X;;prov 8;;;;grupo 89;57;F;;1;;;6;21.03.2022;181.009;BOT;;;;;;;INR;9709.00;INR;;30;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;21.03.2022;25.03.2022;X;X;;;;;;;100.000;100.000;;B;;documento 2241;40;;L;X;;prov 8;;;;grupo 65;57;F;;1;;;6;21.03.2022;13.009;KG;;;;;;;INR;3498.00;INR;;40;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;21.03.2022;25.03.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 2241;50;;;X;;prov 8;;;;grupo 65;57;F;;1;;;6;21.03.2022;31.009;KG;;;;;;;INR;11405.00;INR;;50;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;21.03.2022;25.03.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 2241;60;;;X;;prov 8;;;;grupo 33;57;F;;1;;;6;21.03.2022;11.003;KG;;;;;;;INR;15091.00;INR;;70;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;21.03.2022;25.03.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 2241;70;;;X;;prov 8;;;;grupo 72;57;F;;1;;;6;21.03.2022;31.006;KG;;;;;;;INR;87195.00;INR;;80;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;21.03.2022;25.03.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 2241;80;;;X;;prov 8;;;;grupo 26;57;F;;1;;;6;21.03.2022;121.000;UN;;;;;;;INR;38761.00;INR;;90;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;21.03.2022;25.03.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 2241;90;;;X;;prov 8;;;;grupo 39;57;F;;1;;;6;21.03.2022;27.007;KG;;;;;;;INR;62817.00;INR;;100;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;21.03.2022;25.03.2022;X;X;;;;;;;100.000;100.000;;B;;documento 2241;100;;L;X;;prov 8;;;;grupo 39;57;F;;1;;;6;21.03.2022;31.007;KG;;;;;;;INR;93521.00;INR;;110;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;21.03.2022;24.03.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 2242;10;;;X;;prov 6;;;;grupo 17;57;F;;1;;;6;21.03.2022;79.002;BOT;;;;;;;INR;219751.00;INR;;10;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;21.03.2022;24.03.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 2242;20;;;X;;prov 6;;;;grupo 17;57;F;;1;;;6;21.03.2022;49.000;BOT;;;;;;;INR;291778.00;INR;;20;21.03.2022;Usuario 8;;;
Usuario 8;21.03.2022;Usuario 8;21.03.2022;24.03.2022;X;X;;;;;;;100.000;100.000;;B;;documento 2243;10;;L;X;;prov 5;;;;grupo 18;57;F;;1;;;6;21.03.2022;145.007;UN;;;;;;;INR;36209.00;INR;;10;21.03.2022;Usuario 8;;;
